match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,7.2,England,New Zealand,JM Bairstow,DJ Malan,MJ Henry,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,7.3,England,New Zealand,JM Bairstow,DJ Malan,MJ Henry,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,7.4,England,New Zealand,DJ Malan,JM Bairstow,MJ Henry,0,0,,,,,,caught,DJ Malan,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,7.5,England,New Zealand,JE Root,JM Bairstow,MJ Henry,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,7.6,England,New Zealand,JE Root,JM Bairstow,MJ Henry,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,8.1,England,New Zealand,JE Root,JM Bairstow,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,8.2,England,New Zealand,JM Bairstow,JE Root,MJ Santner,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,8.3,England,New Zealand,JM Bairstow,JE Root,MJ Santner,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,8.4,England,New Zealand,JM Bairstow,JE Root,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,8.5,England,New Zealand,JE Root,JM Bairstow,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,8.6,England,New Zealand,JM Bairstow,JE Root,MJ Santner,2,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,9.1,England,New Zealand,JE Root,JM Bairstow,MJ Henry,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,9.2,England,New Zealand,JE Root,JM Bairstow,MJ Henry,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,9.3,England,New Zealand,JE Root,JM Bairstow,MJ Henry,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,9.4,England,New Zealand,JM Bairstow,JE Root,MJ Henry,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,9.5,England,New Zealand,JM Bairstow,JE Root,MJ Henry,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,9.6,England,New Zealand,JM Bairstow,JE Root,MJ Henry,4,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,10.1,England,New Zealand,JE Root,JM Bairstow,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,10.2,England,New Zealand,JM Bairstow,JE Root,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,10.3,England,New Zealand,JE Root,JM Bairstow,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,10.4,England,New Zealand,JM Bairstow,JE Root,MJ Santner,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,10.5,England,New Zealand,JM Bairstow,JE Root,MJ Santner,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,10.6,England,New Zealand,JM Bairstow,JE Root,MJ Santner,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,11.1,England,New Zealand,JE Root,JM Bairstow,TA Boult,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,11.2,England,New Zealand,JE Root,JM Bairstow,TA Boult,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,11.3,England,New Zealand,JE Root,JM Bairstow,TA Boult,6,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,11.4,England,New Zealand,JE Root,JM Bairstow,TA Boult,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,11.5,England,New Zealand,JE Root,JM Bairstow,TA Boult,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,11.6,England,New Zealand,JE Root,JM Bairstow,TA Boult,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,12.1,England,New Zealand,JE Root,JM Bairstow,MJ Santner,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,12.2,England,New Zealand,JE Root,JM Bairstow,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,12.3,England,New Zealand,JM Bairstow,JE Root,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,12.4,England,New Zealand,JE Root,JM Bairstow,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,12.5,England,New Zealand,JM Bairstow,JE Root,MJ Santner,0,0,,,,,,caught,JM Bairstow,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,12.6,England,New Zealand,HC Brook,JE Root,MJ Santner,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,13.1,England,New Zealand,JE Root,HC Brook,TA Boult,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,13.2,England,New Zealand,HC Brook,JE Root,TA Boult,4,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,13.3,England,New Zealand,HC Brook,JE Root,TA Boult,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,13.4,England,New Zealand,HC Brook,JE Root,TA Boult,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,13.5,England,New Zealand,HC Brook,JE Root,TA Boult,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,13.6,England,New Zealand,HC Brook,JE Root,TA Boult,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,14.1,England,New Zealand,JE Root,HC Brook,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,14.2,England,New Zealand,HC Brook,JE Root,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,14.3,England,New Zealand,JE Root,HC Brook,MJ Santner,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,14.4,England,New Zealand,JE Root,HC Brook,MJ Santner,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,14.5,England,New Zealand,JE Root,HC Brook,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,14.6,England,New Zealand,HC Brook,JE Root,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,15.1,England,New Zealand,HC Brook,JE Root,JDS Neesham,4,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,15.2,England,New Zealand,HC Brook,JE Root,JDS Neesham,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,15.3,England,New Zealand,JE Root,HC Brook,JDS Neesham,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,15.4,England,New Zealand,JE Root,HC Brook,JDS Neesham,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,15.5,England,New Zealand,JE Root,HC Brook,JDS Neesham,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,15.6,England,New Zealand,HC Brook,JE Root,JDS Neesham,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,16.1,England,New Zealand,JE Root,HC Brook,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,16.2,England,New Zealand,HC Brook,JE Root,R Ravindra,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,16.3,England,New Zealand,HC Brook,JE Root,R Ravindra,4,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,16.4,England,New Zealand,HC Brook,JE Root,R Ravindra,4,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,16.5,England,New Zealand,HC Brook,JE Root,R Ravindra,6,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,16.6,England,New Zealand,HC Brook,JE Root,R Ravindra,0,0,,,,,,caught,HC Brook,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,17.1,England,New Zealand,JE Root,MM Ali,JDS Neesham,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,17.2,England,New Zealand,MM Ali,JE Root,JDS Neesham,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,17.3,England,New Zealand,JE Root,MM Ali,JDS Neesham,4,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,17.4,England,New Zealand,JE Root,MM Ali,JDS Neesham,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,17.5,England,New Zealand,MM Ali,JE Root,JDS Neesham,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,17.6,England,New Zealand,MM Ali,JE Root,JDS Neesham,4,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,18.1,England,New Zealand,JE Root,MM Ali,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,18.2,England,New Zealand,MM Ali,JE Root,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,18.3,England,New Zealand,JE Root,MM Ali,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,18.4,England,New Zealand,MM Ali,JE Root,R Ravindra,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,18.5,England,New Zealand,MM Ali,JE Root,R Ravindra,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,18.6,England,New Zealand,MM Ali,JE Root,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,19.1,England,New Zealand,MM Ali,JE Root,JDS Neesham,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,19.2,England,New Zealand,JE Root,MM Ali,JDS Neesham,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,19.3,England,New Zealand,MM Ali,JE Root,JDS Neesham,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,19.4,England,New Zealand,MM Ali,JE Root,JDS Neesham,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,19.5,England,New Zealand,MM Ali,JE Root,JDS Neesham,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,19.6,England,New Zealand,MM Ali,JE Root,JDS Neesham,0,1,1.0,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,19.7,England,New Zealand,MM Ali,JE Root,JDS Neesham,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,20.1,England,New Zealand,JE Root,MM Ali,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,20.2,England,New Zealand,MM Ali,JE Root,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,20.3,England,New Zealand,JE Root,MM Ali,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,20.4,England,New Zealand,MM Ali,JE Root,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,20.5,England,New Zealand,JE Root,MM Ali,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,20.6,England,New Zealand,MM Ali,JE Root,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,21.1,England,New Zealand,MM Ali,JE Root,GD Phillips,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,21.2,England,New Zealand,MM Ali,JE Root,GD Phillips,0,0,,,,,,bowled,MM Ali,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,21.3,England,New Zealand,JC Buttler,JE Root,GD Phillips,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,21.4,England,New Zealand,JE Root,JC Buttler,GD Phillips,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,21.5,England,New Zealand,JC Buttler,JE Root,GD Phillips,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,21.6,England,New Zealand,JC Buttler,JE Root,GD Phillips,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,22.1,England,New Zealand,JC Buttler,JE Root,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,22.2,England,New Zealand,JE Root,JC Buttler,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,22.3,England,New Zealand,JC Buttler,JE Root,R Ravindra,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,22.4,England,New Zealand,JC Buttler,JE Root,R Ravindra,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,22.5,England,New Zealand,JC Buttler,JE Root,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,22.6,England,New Zealand,JE Root,JC Buttler,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,23.1,England,New Zealand,JE Root,JC Buttler,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,23.2,England,New Zealand,JC Buttler,JE Root,MJ Santner,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,23.3,England,New Zealand,JC Buttler,JE Root,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,23.4,England,New Zealand,JE Root,JC Buttler,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,23.5,England,New Zealand,JC Buttler,JE Root,MJ Santner,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,23.6,England,New Zealand,JC Buttler,JE Root,MJ Santner,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,24.1,England,New Zealand,JE Root,JC Buttler,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,24.2,England,New Zealand,JC Buttler,JE Root,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,24.3,England,New Zealand,JE Root,JC Buttler,R Ravindra,4,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,24.4,England,New Zealand,JE Root,JC Buttler,R Ravindra,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,24.5,England,New Zealand,JE Root,JC Buttler,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,24.6,England,New Zealand,JC Buttler,JE Root,R Ravindra,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,25.1,England,New Zealand,JE Root,JC Buttler,MJ Santner,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,25.2,England,New Zealand,JE Root,JC Buttler,MJ Santner,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,25.3,England,New Zealand,JE Root,JC Buttler,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,25.4,England,New Zealand,JC Buttler,JE Root,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,25.5,England,New Zealand,JE Root,JC Buttler,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,25.6,England,New Zealand,JC Buttler,JE Root,MJ Santner,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,26.1,England,New Zealand,JC Buttler,JE Root,R Ravindra,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,26.2,England,New Zealand,JC Buttler,JE Root,R Ravindra,6,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,26.3,England,New Zealand,JC Buttler,JE Root,R Ravindra,2,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,26.4,England,New Zealand,JC Buttler,JE Root,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,26.5,England,New Zealand,JE Root,JC Buttler,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,26.6,England,New Zealand,JC Buttler,JE Root,R Ravindra,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,27.1,England,New Zealand,JC Buttler,JE Root,TA Boult,0,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,27.2,England,New Zealand,JC Buttler,JE Root,TA Boult,1,0,,,,,,,,,
1,2023/24,2023-10-05,"Narendra Modi Stadium, Ahmedabad",1,27.3,England,New Zealand,JE Root,JC Buttler,TA Boult,1,0,,,,,,,,,
